gene_id,gene_name,feature_name,training_raw_variance
ENSG00000141526,SLC16A3,SLC16A3,0.546665809327844
ENSG00000183291,SEP15,SEP15,0.5461623371056277
ENSG00000143363,PRUNE,PRUNE,0.5460131601508924
ENSG00000129235,TXNDC17,TXNDC17,0.5450769461591227
ENSG00000196466,ZNF799,ZNF799,0.5429826817558303
ENSG00000136732,GYPC,GYPC,0.5421191272290841
ENSG00000079785,DDX1,DDX1,0.5414178240740756
ENSG00000125447,GGA3,GGA3,0.5397271519204399
ENSG00000117899,MESDC2,MESDC2,0.5385440243484244
ENSG00000129355,CDKN2D,CDKN2D,0.5381472908093301
ENSG00000135899,SP110,SP110,0.5377295524691386
ENSG00000159069,FBXW5,FBXW5,0.5369675925925956
ENSG00000160741,CRTC2,CRTC2,0.5360628858024705
ENSG00000089063,TMEM230,TMEM230,0.5356858710562477
ENSG00000165060,FXN,FXN,0.5351157407407416
ENSG00000156411,C14orf2,C14orf2,0.5350617283950618
ENSG00000085514,PILRA,PILRA,0.5342043895747597
ENSG00000100823,APEX1,APEX1,0.5329627486282631
ENSG00000169019,COMMD8,COMMD8,0.5327769204389585
ENSG00000120963,ZNF706,ZNF706,0.5326369598765479
ENSG00000197912,SPG7,SPG7,0.5316647376543221
ENSG00000114861,FOXP1,FOXP1,0.5311033950617287
ENSG00000149823,VPS51,VPS51,0.5308022548010995
ENSG00000140386,SCAPER,SCAPER,0.5305932784636508
ENSG00000177548,RABEP2,RABEP2,0.5296673525377236
ENSG00000069667,RORA,RORA,0.528933256172841
ENSG00000167397,VKORC1,VKORC1,0.5282913237311352
ENSG00000136522,MRPL47,MRPL47,0.5271527777777796
ENSG00000110203,FOLR3,FOLR3,0.5255135459533595
ENSG00000114446,IFT57,IFT57,0.5253009259259273
ENSG00000180376,CCDC66,CCDC66,0.5232295953360769
ENSG00000133398,MED10,MED10,0.5231172839506201
ENSG00000108433,GOSR2,GOSR2,0.5230032578875183
ENSG00000186184,POLR1D,POLR1D,0.5223197445130328
ENSG00000182500,ORAI1,ORAI1,0.5219733796296306
ENSG00000108349,CASC3,CASC3,0.5219615912208513
ENSG00000149485,FADS1,FADS1,0.5217230366941022
ENSG00000182004,SNRPE,SNRPE,0.5216529492455433
ENSG00000067066,SP100,SP100,0.5215192043895805
ENSG00000139193,CD27,CD27,0.5209662208504802
ENSG00000143870,PDIA6,PDIA6,0.5202254801097416
ENSG00000163221,S100A12,S100A12,0.5190663580246917
ENSG00000147065,MSN,MSN,0.5187326388888911
ENSG00000101347,SAMHD1,SAMHD1,0.5183125428669406
ENSG00000158717,RNF166,RNF166,0.5178592249657077
ENSG00000154723,ATP5J,ATP5J,0.5164814814814859
ENSG00000164405,UQCRQ,UQCRQ,0.516233710562417
ENSG00000004059,ARF5,ARF5,0.516201774691361
ENSG00000123240,OPTN,OPTN,0.5153463648834018
ENSG00000087206,UIMC1,UIMC1,0.5150203617969829
ENSG00000136819,C9orf78,C9orf78,0.514998070987652
ENSG00000127483,HP1BP3,HP1BP3,0.5146345593278473
ENSG00000184182,UBE2F,UBE2F,0.5144287980109729
ENSG00000157601,MX1,MX1,0.5141555212620019
ENSG00000010072,SPRTN,SPRTN,0.5140944358710569
ENSG00000110321,EIF4G2,EIF4G2,0.5138751714677672
ENSG00000023445,BIRC3,BIRC3,0.5135382373113857
ENSG00000125356,NDUFA1,NDUFA1,0.5132707475994561
ENSG00000175087,PDIK1L,PDIK1L,0.5123834019204395
ENSG00000159674,SPON2,SPON2,0.5114060356652942
ENSG00000183486,MX2,MX2,0.5102878515089175
ENSG00000101474,APMAP,APMAP,0.5094641632373105
ENSG00000023892,DEF6,DEF6,0.5092249657064454
ENSG00000147121,KRBOX4,KRBOX4,0.5080073302469142
ENSG00000169020,ATP5I,ATP5I,0.506224065500686
ENSG00000160075,SSU72,SSU72,0.5061719821673579
ENSG00000153283,CD96,CD96,0.5057765346364861
ENSG00000122643,NT5C3A,NT5C3A,0.505262131344305
ENSG00000077454,LRCH4,LRCH4,0.5051695387517151
ENSG00000134825,TMEM258,TMEM258,0.5051431755829943
ENSG00000123562,MORF4L2,MORF4L2,0.5050820901920418
ENSG00000105701,FKBP8,FKBP8,0.5048900462962991
ENSG00000177721,ANXA2R,ANXA2R,0.5047805212620045
ENSG00000149923,PPP4C,PPP4C,0.504727151920441
ENSG00000092330,TINF2,TINF2,0.5042436128257887
ENSG00000160710,ADAR,ADAR,0.5041015089163219
ENSG00000186517,ARHGAP30,ARHGAP30,0.5039332561728389
ENSG00000087460,GNAS,GNAS,0.5035748885459557
ENSG00000162298,SYVN1,SYVN1,0.5026543209876535
ENSG00000079263,SP140,SP140,0.5023900462962955
ENSG00000125449,ARMC7,ARMC7,0.5019675925925924
ENSG00000091483,FH,FH,0.5019270833333329
ENSG00000115541,HSPE1,HSPE1,0.5012600737311377
ENSG00000166012,TAF1D,TAF1D,0.5008024691358005
ENSG00000175324,LSM1,LSM1,0.5002724194101488
ENSG00000175756,AURKAIP1,AURKAIP1,0.4999997856652976
ENSG00000162384,C1orf123,C1orf123,0.49939986282578935
ENSG00000155465,SLC7A7,SLC7A7,0.4986205418381341
ENSG00000143393,PI4KB,PI4KB,0.49805362654320895
ENSG00000162777,DENND2D,DENND2D,0.49749464163237467
ENSG00000102898,NUTF2,NUTF2,0.495738811728392
ENSG00000161011,SQSTM1,SQSTM1,0.4957098765432114
ENSG00000126067,PSMB2,PSMB2,0.4954627486282549
ENSG00000175348,TMEM9B,TMEM9B,0.49474258401920496
ENSG00000160783,PMF1,PMF1,0.4947393689986286
ENSG00000143753,DEGS1,DEGS1,0.49442708333332985
ENSG00000114857,NKTR,NKTR,0.49382180212620064
ENSG00000077420,APBB1IP,APBB1IP,0.49246377743484215
ENSG00000075785,RAB7A,RAB7A,0.4913835305212655
ENSG00000100442,FKBP3,FKBP3,0.4909842249657048
ENSG00000110717,NDUFS8,NDUFS8,0.4909430727023299
ENSG00000144401,METTL21A,METTL21A,0.4907919667352522
ENSG00000086300,SNX10,SNX10,0.4904987568587102
ENSG00000121022,COPS5,COPS5,0.4904267403978019
ENSG00000086504,MRPL28,MRPL28,0.49012002743484073
ENSG00000145494,NDUFS6,NDUFS6,0.4898113854595338
ENSG00000162894,FAIM3,FAIM3,0.48885781035665266
ENSG00000105404,RABAC1,RABAC1,0.4883897033607745
ENSG00000066583,ISOC1,ISOC1,0.48765432098765343
ENSG00000117592,PRDX6,PRDX6,0.48740547839506326
ENSG00000145348,TBCK,TBCK,0.48670246056241423
ENSG00000088766,CRLS1,CRLS1,0.4861033950617263
ENSG00000108551,RASD1,RASD1,0.48601658950617277
ENSG00000125347,IRF1,IRF1,0.48564278978052233
ENSG00000138758,SEPT11,SEPT11,0.4854629629629626
ENSG00000163743,RCHY1,RCHY1,0.48528785150891507
ENSG00000135090,TAOK3,TAOK3,0.48495177469135453
ENSG00000120942,UBIAD1,UBIAD1,0.4840526406035653
ENSG00000247982,LINC00926,LINC00926,0.4833794152949224
ENSG00000159140,SON,SON,0.4829209533607694
ENSG00000273344,PAXIP1-AS1,PAXIP1-AS1,0.48188764574759924
ENSG00000122565,CBX3,CBX3,0.48167674039780095
ENSG00000158517,NCF1,NCF1,0.4813365912208466
ENSG00000108651,UTP6,UTP6,0.48023319615912036
ENSG00000257621,RP11-349A22.5,RP11-349A22.5,0.4797316529492421
ENSG00000166598,HSP90B1,HSP90B1,0.4789086076817552
ENSG00000107816,LZTS2,LZTS2,0.4787703617969821
ENSG00000113712,CSNK1A1,CSNK1A1,0.47876457475994405
ENSG00000125656,CLPP,CLPP,0.47851080246913125
ENSG00000145675,PIK3R1,PIK3R1,0.4775685871056231
ENSG00000100567,PSMA3,PSMA3,0.4767641889574758
ENSG00000125977,EIF2S2,EIF2S2,0.47601508916323587
ENSG00000103811,CTSH,CTSH,0.47524348422496354
ENSG00000105968,H2AFV,H2AFV,0.47329196673525387
ENSG00000103978,TMEM87A,TMEM87A,0.4729080932784606
ENSG00000204475,NCR3,NCR3,0.47282214506172593
ENSG00000155099,TMEM55A,TMEM55A,0.47255637002743284
ENSG00000162645,GBP2,GBP2,0.4723763288751716
ENSG00000198695,MT-ND6,MT-ND6,0.47235918209876276
ENSG00000168275,COA6,COA6,0.4699054783950587
ENSG00000013275,PSMC4,PSMC4,0.46962877229080613
ENSG00000075142,SRI,SRI,0.46911436899863024
ENSG00000153234,NR4A2,NR4A2,0.4690790037722897
ENSG00000185347,C14orf80,C14orf80,0.46892918381344206
ENSG00000198604,BAZ1A,BAZ1A,0.4679936128257884
ENSG00000139218,SCAF11,SCAF11,0.467947316529493
ENSG00000185658,BRWD1,BRWD1,0.467527434842248
ENSG00000120798,NR2C1,NR2C1,0.4672805212620022
ENSG00000128699,ORMDL1,ORMDL1,0.4661726251714673
ENSG00000117475,BLZF1,BLZF1,0.46585883916323695
ENSG00000188042,ARL4C,ARL4C,0.46576624657064264
ENSG00000006831,ADIPOR2,ADIPOR2,0.46456704389574754
ENSG00000136930,PSMB7,PSMB7,0.46398834019204627
ENSG00000183283,DAZAP2,DAZAP2,0.46356652949246097
ENSG00000203710,CR1,CR1,0.46240547839506113
ENSG00000120699,EXOSC8,EXOSC8,0.4620351080246903
ENSG00000162236,STX5,STX5,0.4612654320987643
ENSG00000124562,SNRPC,SNRPC,0.46056241426611594
ENSG00000143621,ILF2,ILF2,0.4598763288751701
ENSG00000003056,M6PR,M6PR,0.45873113854595293
ENSG00000168066,SF1,SF1,0.4569744513031548
ENSG00000142347,MYO1F,MYO1F,0.4562909379286677
ENSG00000186298,PPP1CC,PPP1CC,0.4561554783950593
ENSG00000142444,C19orf52,C19orf52,0.45596171982167205
ENSG00000120885,CLU,CLU,0.45586226851851847
ENSG00000111727,HCFC2,HCFC2,0.4558564814814814
ENSG00000134815,DHX34,DHX34,0.45580932784636446
ENSG00000151876,FBXO4,FBXO4,0.4549991426611788
ENSG00000060971,ACAA1,ACAA1,0.4539086076817543
ENSG00000128245,YWHAH,YWHAH,0.4533382630315457
ENSG00000163344,PMVK,PMVK,0.4531325017146771
ENSG00000125354,SEPT6,SEPT6,0.4527563443072643
ENSG00000205659,LIN52,LIN52,0.45272612311385446
ENSG00000182472,CAPN12,CAPN12,0.45198023834019124
ENSG00000103365,GGA2,GGA2,0.45178240740740605
ENSG00000138293,NCOA4,NCOA4,0.45112825788751487
ENSG00000167085,PHB,PHB,0.4506890860768127
ENSG00000111913,FAM65B,FAM65B,0.45045246056241506
ENSG00000185624,P4HB,P4HB,0.44962620027434763
ENSG00000185187,SIGIRR,SIGIRR,0.4494853823731102
ENSG00000113269,RNF130,RNF130,0.449194101508914
ENSG00000198771,RCSD1,RCSD1,0.4479389574759902
ENSG00000130724,CHMP2A,CHMP2A,0.4478360768175568
ENSG00000101997,CCDC22,CCDC22,0.4472477280521245
ENSG00000073578,SDHA,SDHA,0.4466647376543197
ENSG00000106785,TRIM14,TRIM14,0.44610339506172625
ENSG00000103653,CSK,CSK,0.4459182098765385
ENSG00000106615,RHEB,RHEB,0.4447393689986232
ENSG00000125971,DYNLRB1,DYNLRB1,0.44438250171467697
ENSG00000154832,CXXC1,CXXC1,0.4437480709876536
ENSG00000126003,PLAGL2,PLAGL2,0.4430032578875162
ENSG00000132716,DCAF8,DCAF8,0.4426534636488321
ENSG00000144655,CSRNP1,CSRNP1,0.4423608967764054
ENSG00000100100,PIK3IP1,PIK3IP1,0.44159722222222003
ENSG00000148572,NRBF2,NRBF2,0.44100737311385424
ENSG00000100347,SAMM50,SAMM50,0.43986604080932734
ENSG00000138279,ANXA7,ANXA7,0.43900891632372935
ENSG00000269858,EGLN2,EGLN2,0.43795524691357934
ENSG00000070423,RNF126,RNF126,0.4377569873113837
ENSG00000153187,HNRNPU,HNRNPU,0.4374348422496539
ENSG00000262814,MRPL12,MRPL12,0.43644525891632036
ENSG00000105698,USF2,USF2,0.4360851766117942
ENSG00000178449,COX14,COX14,0.43504029492454954
ENSG00000162909,CAPN2,CAPN2,0.4345601851851794
ENSG00000065154,OAT,OAT,0.43311706961591057
ENSG00000114030,KPNA1,KPNA1,0.43281550068586955
ENSG00000170473,WIBG,WIBG,0.43147097908092985
ENSG00000099341,PSMD8,PSMD8,0.43020490397805045
ENSG00000169727,GPS1,GPS1,0.4301592506858698
ENSG00000153250,RBMS1,RBMS1,0.43004093792866716
ENSG00000169756,LIMS1,LIMS1,0.42951624657064247
ENSG00000174946,GPR171,GPR171,0.4292899091220837
ENSG00000064886,CHI3L2,CHI3L2,0.428558813443071
ENSG00000169955,ZNF747,ZNF747,0.4284702932098764
ENSG00000139278,GLIPR1,GLIPR1,0.42795760459533205
ENSG00000125967,NECAB3,NECAB3,0.42715277777777777
ENSG00000116489,CAPZA1,CAPZA1,0.4268098422496525
ENSG00000171314,PGAM1,PGAM1,0.425735382373109
ENSG00000237298,TTN-AS1,TTN-AS1,0.42539008916323734
ENSG00000114062,UBE3A,UBE3A,0.42533414780521134
ENSG00000126353,CCR7,CCR7,0.42526041666666264
ENSG00000204498,NFKBIL1,NFKBIL1,0.4251843278463643
ENSG00000217555,CKLF,CKLF,0.4249689214677583
ENSG00000090013,BLVRB,BLVRB,0.4235802469135777
ENSG00000100225,FBXO7,FBXO7,0.4230999228395026
ENSG00000169733,RFNG,RFNG,0.42290037722908086
ENSG00000124596,OARD1,OARD1,0.4227700617283944
ENSG00000206172,HBA1,HBA1,0.42197445130315486
ENSG00000140749,IGSF6,IGSF6,0.4219133659122082
ENSG00000168394,TAP1,TAP1,0.42164587620026867
ENSG00000127415,IDUA,IDUA,0.42139896262002735
ENSG00000066136,NFYC,NFYC,0.4211925582990391
ENSG00000180389,ATP5EP2,ATP5EP2,0.42048846879286517
ENSG00000136146,MED4,MED4,0.42041838134430637
ENSG00000131370,SH3BP5,SH3BP5,0.4192796210562394
ENSG00000112304,ACOT13,ACOT13,0.4190584276406028
ENSG00000159210,SNF8,SNF8,0.4185665294924512
ENSG00000230989,HSBP1,HSBP1,0.41805362654320743
ENSG00000170515,PA2G4,PA2G4,0.4170061728395031
ENSG00000185825,BCAP31,BCAP31,0.4156016375171442
ENSG00000169288,MRPL1,MRPL1,0.41552447702331746
ENSG00000099795,NDUFB7,NDUFB7,0.41548010973936716
ENSG00000269893,SNHG8,SNHG8,0.4153900891632341
ENSG00000007341,ST7L,ST7L,0.4150068587105614
ENSG00000101745,ANKRD12,ANKRD12,0.4149329132373101
ENSG00000108953,YWHAE,YWHAE,0.41476658950617173
ENSG00000166435,XRRA1,XRRA1,0.4147496570644704
ENSG00000134480,CCNH,CCNH,0.4146219135802434
ENSG00000107742,SPOCK2,SPOCK2,0.4145053155006808
ENSG00000174197,MGA,MGA,0.41294560185185136
ENSG00000168961,LGALS9,LGALS9,0.4128935185185155
ENSG00000113583,C5orf15,C5orf15,0.41222029320987497
ENSG00000163481,RNF25,RNF25,0.4104318844307267
ENSG00000113811,SELK,SELK,0.410339506172838
ENSG00000169021,UQCRFS1,UQCRFS1,0.4098248885459499
ENSG00000145247,OCIAD2,OCIAD2,0.40946416323730545
ENSG00000033100,CHPF2,CHPF2,0.40944251543209786
ENSG00000123146,CD97,CD97,0.4084822959533577
ENSG00000122873,CISD1,CISD1,0.40743291323731123
ENSG00000106400,ZNHIT1,ZNHIT1,0.4069307270233169
ENSG00000131174,COX7B,COX7B,0.40670438957475563
ENSG00000188986,NELFB,NELFB,0.4056035665294922
ENSG00000116898,MRPS15,MRPS15,0.4054524605624119
ENSG00000235162,C12orf75,C12orf75,0.4049991426611769
ENSG00000140280,LYSMD2,LYSMD2,0.4049277692043833
ENSG00000067167,TRAM1,TRAM1,0.40448473936899487
ENSG00000105821,DNAJC2,DNAJC2,0.404427083333333
ENSG00000131759,RARA,RARA,0.4040104166666667
ENSG00000124256,ZBP1,ZBP1,0.4031172839506163
ENSG00000059377,TBXAS1,TBXAS1,0.40297303669410034
ENSG00000171530,TBCA,TBCA,0.4027261231138505
ENSG00000143321,HDGF,HDGF,0.4024554183813422
ENSG00000170881,RNF139,RNF139,0.4021345593278424
ENSG00000160654,CD3G,CD3G,0.4013869598765394
ENSG00000108960,MMD,MMD,0.4010416666666664
ENSG00000111667,USP5,USP5,0.4010150891632372
ENSG00000185651,UBE2L3,UBE2L3,0.3992230366940973
ENSG00000089127,OAS1,OAS1,0.3988263031550037
ENSG00000143799,PARP1,PARP1,0.3972213648834005
ENSG00000113851,CRBN,CRBN,0.3969744513031494
ENSG00000102100,SLC35A2,SLC35A2,0.3965104166666663
ENSG00000163463,KRTCAP2,KRTCAP2,0.3964120370370351
ENSG00000227354,RBM26-AS1,RBM26-AS1,0.39636295438957475
ENSG00000028137,TNFRSF1B,TNFRSF1B,0.39597029320987587
ENSG00000133393,FOPNL,FOPNL,0.3958314043209859
ENSG00000101361,NOP56,NOP56,0.3953626543209825
ENSG00000133226,SRRM1,SRRM1,0.3952569873113816
ENSG00000164754,RAD21,RAD21,0.39518518518518336
ENSG00000111481,COPZ1,COPZ1,0.3940738597393656
ENSG00000155438,NIFK,NIFK,0.39349258401920073
ENSG00000117054,ACADM,ACADM,0.3932784636488332
ENSG00000227591,RP1-28O10.1,RP1-28O10.1,0.3927929955418381
ENSG00000104998,IL27RA,IL27RA,0.3927083333333301
ENSG00000106245,BUD31,BUD31,0.3918962191357985
ENSG00000133134,BEX2,BEX2,0.391661308299039
ENSG00000163565,IFI16,IFI16,0.3914188957475985
ENSG00000163319,MRPS18C,MRPS18C,0.39137324245541566
ENSG00000187116,LILRA5,LILRA5,0.390970293209875
ENSG00000064115,TM7SF3,TM7SF3,0.390006858710562
ENSG00000175489,LRRC25,LRRC25,0.3884765089163234
ENSG00000175115,PACS1,PACS1,0.3884353566529498
ENSG00000101019,UQCC1,UQCC1,0.3883024691358016
ENSG00000008952,SEC62,SEC62,0.38822337962962755
ENSG00000123338,NCKAP1L,NCKAP1L,0.3865217764060346
ENSG00000103024,NME3,NME3,0.38650891632372614
ENSG00000076928,ARHGEF1,ARHGEF1,0.38637774348422194
ENSG00000130520,LSM4,LSM4,0.3857330246913533
ENSG00000137409,MTCH1,MTCH1,0.3851851851851796
ENSG00000130254,SAFB2,SAFB2,0.3849922839506167
ENSG00000213658,LAT,LAT,0.38485918209876196
ENSG00000169740,ZNF32,ZNF32,0.3847202932098726
ENSG00000174917,C19orf70,C19orf70,0.3845934070644679
ENSG00000108679,LGALS3BP,LGALS3BP,0.38456768689986043
ENSG00000007168,PAFAH1B1,PAFAH1B1,0.38425154320987515
ENSG00000091640,SPAG7,SPAG7,0.38421724965705895
ENSG00000184557,SOCS3,SOCS3,0.3841426611796955
ENSG00000186395,KRT10,KRT10,0.3840526406035638
ENSG00000163660,CCNL1,CCNL1,0.3839086076817517
ENSG00000163346,PBXIP1,PBXIP1,0.3821364883401902
ENSG00000224032,EPB41L4A-AS1,EPB41L4A-AS1,0.3820934070644675
ENSG00000173726,TOMM20,TOMM20,0.38192708333332925
ENSG00000143612,C1orf43,C1orf43,0.380524691358022
ENSG00000165949,IFI27,IFI27,0.3803650120027431
ENSG00000197061,HIST1H4C,HIST1H4C,0.3801817558299034
ENSG00000127445,PIN1,PIN1,0.37976658950617115
ENSG00000267216,AC010642.1,AC010642.1,0.3790732167352508
ENSG00000203993,C9orf37,C9orf37,0.37880572702331955
ENSG00000145912,NHP2,NHP2,0.3787002743484174
ENSG00000153563,CD8A,CD8A,0.3784327846364869
ENSG00000250479,CHCHD10,CHCHD10,0.3777949245541804
ENSG00000109062,SLC9A3R1,SLC9A3R1,0.3777743484224969
ENSG00000132530,XAF1,XAF1,0.37718599965706034
ENSG00000113070,HBEGF,HBEGF,0.37705675582990356
ENSG00000132185,FCRLA,FCRLA,0.37651213134430694
ENSG00000163297,ANTXR2,ANTXR2,0.37638545953360686
ENSG00000156261,CCT8,CCT8,0.37530671296295837
ENSG00000157303,SUSD3,SUSD3,0.37520490397804784
ENSG00000159377,PSMB4,PSMB4,0.375102023319611
ENSG00000119922,IFIT2,IFIT2,0.37499228395061635
ENSG00000100281,HMGXB4,HMGXB4,0.3741349451303133
ENSG00000137767,SQRDL,SQRDL,0.37395061728394685
ENSG00000254087,LYN,LYN,0.37391782407407137
ENSG00000086598,TMED2,TMED2,0.3737645747599403
ENSG00000063046,EIF4B,EIF4B,0.3734147805212594
ENSG00000122694,GLIPR2,GLIPR2,0.3726328875171434
ENSG00000165669,FAM204A,FAM204A,0.37250492969821447
ENSG00000125445,MRPS7,MRPS7,0.3724065500685833
ENSG00000184575,XPOT,XPOT,0.3721739969135796
ENSG00000198833,UBE2J1,UBE2J1,0.3716658093278448
ENSG00000140455,USP3,USP3,0.3708314043209855
ENSG00000159720,ATP6V0D1,ATP6V0D1,0.3706530778463607
ENSG00000162980,ARL5A,ARL5A,0.37053990912208296
ENSG00000242372,EIF6,EIF6,0.3698551097393659
ENSG00000118508,RAB32,RAB32,0.36972222222222223
ENSG00000100242,SUN2,SUN2,0.3694185099451267
ENSG00000185608,MRPL40,MRPL40,0.3693927897805182
ENSG00000092148,HECTD1,HECTD1,0.36936706961591004
ENSG00000167770,OTUB1,OTUB1,0.3678650120027427
ENSG00000167118,URM1,URM1,0.3667693329903945
ENSG00000173372,C1QA,C1QA,0.36553412208504793
ENSG00000225556,C2CD4D,C2CD4D,0.3645953360768175
ENSG00000205302,SNX2,SNX2,0.3643001971879247
ENSG00000117543,DPH5,DPH5,0.36424875685871005
ENSG00000081320,STK17B,STK17B,0.36409379286693677
ENSG00000081059,TCF7,TCF7,0.36400462962962654
ENSG00000108528,SLC25A11,SLC25A11,0.36355881344306945
ENSG00000167460,TPM4,TPM4,0.36326110253771965
ENSG00000187051,RPS19BP1,RPS19BP1,0.3629147376543185
ENSG00000104823,ECH1,ECH1,0.362451774691354
ENSG00000073921,PICALM,PICALM,0.3614178240740728
ENSG00000167895,TMC8,TMC8,0.3613320901920401
ENSG00000198856,OSTC,OSTC,0.36131601508915934
ENSG00000198301,SDAD1,SDAD1,0.35954646776405996
ENSG00000007255,TRAPPC6A,TRAPPC6A,0.35789587620027336
ENSG00000162385,MAGOH,MAGOH,0.3575231481481465
ENSG00000171469,ZNF561,ZNF561,0.357222222222222
ENSG00000180096,SEPT1,SEPT1,0.35603373628257595
ENSG00000160307,S100B,S100B,0.355935999657064
ENSG00000063245,EPN1,EPN1,0.35491683813442976
ENSG00000116874,WARS2,WARS2,0.3547839506172836
ENSG00000100354,TNRC6B,TNRC6B,0.35436706961591025
ENSG00000004455,AK2,AK2,0.35433620541837973
ENSG00000167578,RAB4B,RAB4B,0.35418188443072596
ENSG00000198791,CNOT7,CNOT7,0.35403270747599064
ENSG00000187735,TCEA1,TCEA1,0.3540046296296269
ENSG00000072135,PTPN18,PTPN18,0.35380637002743154
ENSG00000140350,ANP32A,ANP32A,0.35380122599450814
ENSG00000163687,DNASE1L3,DNASE1L3,0.35369320130315496
ENSG00000162735,PEX19,PEX19,0.35359739368998555
ENSG00000116095,PLEKHA3,PLEKHA3,0.35320644718792793
ENSG00000136279,DBNL,DBNL,0.35219135802468693
ENSG00000109220,CHIC2,CHIC2,0.35173846879286613
ENSG00000085872,CHERP,CHERP,0.3517127486282578
ENSG00000125166,GOT2,GOT2,0.35054783950617263
ENSG00000141933,TPGS1,TPGS1,0.3504320987654304
ENSG00000129084,PSMA1,PSMA1,0.3503566529492427
ENSG00000105926,MPP6,MPP6,0.34990547839506153
ENSG00000140365,COMMD4,COMMD4,0.34868291323731077
ENSG00000167088,SNRPD1,SNRPD1,0.34861111111110876
ENSG00000112667,DNPH1,DNPH1,0.34856288580246547
ENSG00000254772,EEF1G,EEF1G,0.34851766117969507
ENSG00000000419,DPM1,DPM1,0.34814621913580146
ENSG00000075089,ACTR6,ACTR6,0.3478566529492455
ENSG00000010295,IFFO1,IFFO1,0.34717399691357964
ENSG00000110324,IL10RA,IL10RA,0.34698538237311244
ENSG00000092531,SNAP23,SNAP23,0.3468998628257868
ENSG00000182220,ATP6AP2,ATP6AP2,0.34659722222221945
ENSG00000006638,TBXA2R,TBXA2R,0.3463989626200274
ENSG00000096717,SIRT1,SIRT1,0.3462857938957474
ENSG00000169682,SPNS1,SPNS1,0.34481974451303093
ENSG00000179918,SEPHS2,SEPHS2,0.34424189814814465
ENSG00000106829,TLE4,TLE4,0.3442024605624118
ENSG00000157216,SSBP3,SSBP3,0.3438989626200264
ENSG00000173418,NAA20,NAA20,0.343826946159122
ENSG00000183617,MRPL54,MRPL54,0.34254436728394705
ENSG00000165819,METTL3,METTL3,0.34207283093278346
ENSG00000084234,APLP2,APLP2,0.3420265346364853
ENSG00000006015,C19orf60,C19orf60,0.3419718792866898
ENSG00000014641,MDH1,MDH1,0.34187157064471485
ENSG00000170456,DENND5B,DENND5B,0.34094114368998624
ENSG00000213585,VDAC1,VDAC1,0.34059585048010604
ENSG00000126883,NUP214,NUP214,0.3397728052126177
ENSG00000178057,NDUFAF3,NDUFAF3,0.33907407407407164
ENSG00000144895,EIF2A,EIF2A,0.3387600737311349
ENSG00000244038,DDOST,DDOST,0.3381481481481453
ENSG00000115204,MPV17,MPV17,0.33761231138545744
ENSG00000108061,SHOC2,SHOC2,0.33637152777777746
ENSG00000139990,DCAF5,DCAF5,0.3359182098765429
ENSG00000179091,CYC1,CYC1,0.3358022548010941
ENSG00000143436,MRPL9,MRPL9,0.3356987311385436
ENSG00000051108,HERPUD1,HERPUD1,0.33526041666666334
ENSG00000181817,LSM10,LSM10,0.3349374142661146
ENSG00000088726,TMEM40,TMEM40,0.33473165294924545
ENSG00000142046,TMEM91,TMEM91,0.3343876457475986
ENSG00000170222,ADPRM,ADPRM,0.3342515432098761
ENSG00000172590,MRPL52,MRPL52,0.33422839506172736
ENSG00000176978,DPP7,DPP7,0.33421724965706284
ENSG00000205981,DNAJC19,DNAJC19,0.3334739368998602
ENSG00000074071,MRPS34,MRPS34,0.33332561728394905
ENSG00000086666,ZFAND6,ZFAND6,0.3328701560356644
ENSG00000101161,PRPF6,PRPF6,0.3325094307270201
ENSG00000170476,MZB1,MZB1,0.3323996913580248
ENSG00000184508,HDDC3,HDDC3,0.3323379629629607
ENSG00000116584,ARHGEF2,ARHGEF2,0.33222200788751605
ENSG00000129515,SNX6,SNX6,0.3319733796296268
ENSG00000130706,ADRM1,ADRM1,0.33159722222221966
ENSG00000149483,TMEM138,TMEM138,0.3303463648834007
ENSG00000106069,CHN2,CHN2,0.3302209790809327
ENSG00000163468,CCT3,CCT3,0.3300377229080901
ENSG00000170540,ARL6IP1,ARL6IP1,0.3299980709876508
ENSG00000037241,RPL26L1,RPL26L1,0.3292333247599444
ENSG00000086065,CHMP5,CHMP5,0.3284559327846338
ENSG00000134644,PUM1,PUM1,0.3284122085048003
ENSG00000117362,APH1A,APH1A,0.3280727023319579
ENSG00000143878,RHOB,RHOB,0.32745177469135667
ENSG00000164054,SHISA5,SHISA5,0.3269287980109707
ENSG00000075426,FOSL2,FOSL2,0.3264737654320986
ENSG00000131669,NINJ1,NINJ1,0.32629543895747476
ENSG00000140941,MAP1LC3B,MAP1LC3B,0.32629436728394734
ENSG00000130402,ACTN4,ACTN4,0.32596686385459506
ENSG00000175334,BANF1,BANF1,0.32574567043895386
ENSG00000173369,C1QB,C1QB,0.32524669924554184
ENSG00000172428,MYEOV2,MYEOV2,0.32475801611796634
ENSG00000184897,H1FX,H1FX,0.3246088391632354
ENSG00000198055,GRK6,GRK6,0.32335305212619614
ENSG00000119535,CSF3R,CSF3R,0.3215012002743475
ENSG00000197471,SPN,SPN,0.32062735768175304
ENSG00000162444,RBP7,RBP7,0.32055019718792754
ENSG00000183011,LSMD1,LSMD1,0.31984224965706354
ENSG00000141682,PMAIP1,PMAIP1,0.31964934842249526
